edited,name,uuid,gender,first_name,last_name,party,parliament,education,questions_get,answers_give,url_profile
2015-05-12 01:00,annette-sawade,9bae78d6-ecc1-43bd-80e5-50ac657336c5,female,Annette,Sawade,SPD,Bundestag,Diplom-Chemikerin,0,0,https://www.abgeordnetenwatch.de/profile/annette-sawade
2015-05-29 01:08,carsten-schneider,9bd5fbb8-ac17-407c-a8ab-dde8347e3cef,male,Carsten,Schneider,SPD,Bundestag,Bankkaufmann,0,0,https://www.abgeordnetenwatch.de/profile/carsten-schneider
2015-05-14 01:08,sonke-rix,9be22d86-8639-4f0c-ac7c-ab4061153181,male,Sönke,Rix,SPD,Bundestag,Erzieher,0,0,https://www.abgeordnetenwatch.de/profile/sonke-rix
2015-05-14 01:09,gabriele-groneberg,9cd6a454-d92c-4972-a8ed-533ba9a9070f,female,Gabriele,Groneberg,SPD,Bundestag,Fremdsprachensekretärin,0,0,https://www.abgeordnetenwatch.de/profile/gabriele-groneberg
2015-05-12 10:00,nicole-gohlke,9d46bb8e-3a66-41db-9a20-9da1bdb89e97,female,Nicole,Gohlke,DIE LINKE,Bundestag,Kommunikationswissenschaftlerin M.A.,0,0,https://www.abgeordnetenwatch.de/profile/nicole-gohlke
2015-05-12 10:00,alexander-hoffmann,9d4c81d1-f2bb-4780-bcfe-6f58afa52d08,male,Alexander,Hoffmann,CSU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/alexander-hoffmann
2015-05-17 01:08,cem-ozdemir,9d52bbca-c235-4896-8a52-5880917a3c47,male,Cem,Özdemir,DIE GRÜNEN,Bundestag,Diplom-Sozialpädagoge (FH),0,0,https://www.abgeordnetenwatch.de/profile/cem-ozdemir
2015-05-12 00:00,marco-wanderwitz,9de46dac-1cdd-4062-9b99-990813a472b0,male,Marco,Wanderwitz,CDU,Bundestag,Rechtsanwalt,0,0,https://www.abgeordnetenwatch.de/profile/marco-wanderwitz
2015-05-23 01:08,dr-karamba-diaby,9e96db89-2c77-4abc-b1c4-87eeb674c0a6,male,Karamba,Diaby,SPD,Bundestag,Diplom-Chemiker,0,0,https://www.abgeordnetenwatch.de/profile/dr-karamba-diaby
2015-05-12 00:00,christine-buchholz,9ed4acaf-aa54-48b2-86c2-c7a535036333,female,Christine,Buchholz,DIE LINKE,Bundestag,"Freiberufliche Redakteurin, wissenschaftliche Mitarbeiterin",0,0,https://www.abgeordnetenwatch.de/profile/christine-buchholz
2015-05-22 01:09,dr-georg-kippels,9f1af39a-2e20-4806-9645-cf98842c4dbf,male,Georg,Kippels,CDU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/dr-georg-kippels
2015-05-15 01:08,norbert-barthle,9f37ca81-9bcc-48c6-99d2-35544ef1a3ba,male,Norbert,Barthle,CDU,Bundestag,Ministerialrat a. D.,0,0,https://www.abgeordnetenwatch.de/profile/norbert-barthle
2015-05-12 09:00,steffi-lemke,9f564848-0955-4da7-ae03-7a058c70c214,female,Steffi,Lemke,DIE GRÜNEN,Bundestag,Diplom-Agraringenieurin,0,0,https://www.abgeordnetenwatch.de/profile/steffi-lemke
2015-05-22 01:09,steffen-kampeter,9fe9bbf3-d273-4181-91b1-1ce4f1f97616,male,Steffen,Kampeter,CDU,Bundestag,Diplomvolkswirt,0,0,https://www.abgeordnetenwatch.de/profile/steffen-kampeter
2015-05-12 09:00,steffen-claudio-lemme,a0765bbb-c7ee-4538-aa2c-5f69e6f854ff,male,Steffen-Claudio,Lemme,SPD,Bundestag,Betriebswirt (VWA),0,0,https://www.abgeordnetenwatch.de/profile/steffen-claudio-lemme
2015-05-22 01:09,paul-lehrieder,a0a7644f-d023-42f9-9ae3-44fa8bb88dba,male,Paul,Lehrieder,CSU,Bundestag,"Rechtsanwalt, Bürgermeister",0,0,https://www.abgeordnetenwatch.de/profile/paul-lehrieder
2015-05-28 12:10,patrick-sensburg,a17cbdb6-dcee-4385-883c-c6c40af2e9db,male,Patrick,Sensburg,CDU,Bundestag,"Hochschulprofessor FHÖV, Münster",0,0,https://www.abgeordnetenwatch.de/profile/patrick-sensburg
2015-05-23 01:08,gabriele-hiller-ohm,a17ea476-63b9-49e1-8333-feddae061595,female,Gabriele,Hiller-Ohm,SPD,Bundestag,Redakteurin,0,0,https://www.abgeordnetenwatch.de/profile/gabriele-hiller-ohm
2015-05-23 01:08,niels-annen,a221d5e5-59f3-439f-a802-544f73e64f7e,male,Niels,Annen,SPD,Bundestag,"Master of International Public Policy, Bachelor of Arts (Geschichte und Spanisch)",0,0,https://www.abgeordnetenwatch.de/profile/niels-annen
2015-05-12 02:00,katja-mast,a35f09df-8c57-4071-b88c-db518781d103,female,Katja,Mast,SPD,Bundestag,Bankkauffrau,0,0,https://www.abgeordnetenwatch.de/profile/katja-mast
2015-05-12 00:00,oliver-wittke,a3ec2292-4b40-429a-a022-ada2d1bcbc21,male,Oliver,Wittke,CDU,Bundestag,Diplom-Geograph,0,0,https://www.abgeordnetenwatch.de/profile/oliver-wittke
2015-05-29 01:08,dr-gesine-lotzsch,a402184d-93f3-4188-b130-13a917b44436,female,Gesine,Lötzsch,DIE LINKE,Bundestag,Philologin,0,0,https://www.abgeordnetenwatch.de/profile/dr-gesine-lotzsch
2015-05-12 01:00,sonja-steffen,a43661d6-6a8e-45a3-88a9-309900f8b745,female,Sonja,Steffen,SPD,Bundestag,Rechtsanwältin,0,0,https://www.abgeordnetenwatch.de/profile/sonja-steffen
2015-05-12 09:00,maria-klein-schmeink,a4fc0ea1-1f87-4773-864c-99153593a1e2,female,Maria,Klein-Schmeink,DIE GRÜNEN,Bundestag,Soziologin,0,0,https://www.abgeordnetenwatch.de/profile/maria-klein-schmeink
2015-05-12 02:00,dr-michael-meister,a5146ea1-fa5b-448d-9f07-a73451cb843a,male,Michael,Meister,CDU,Bundestag,Diplommathematiker,0,0,https://www.abgeordnetenwatch.de/profile/dr-michael-meister
2015-05-12 00:09,elisabeth-motschmann,a5ff4630-9155-43ea-8fc1-b6b39648bb10,female,Elisabeth,Motschmann,CDU,Bundestag,"Studium der Theologie, Romanistik und Pädagogik",0,0,https://www.abgeordnetenwatch.de/profile/elisabeth-motschmann
2015-05-21 01:08,jan-metzler,a657b918-039f-46a2-a7da-c19ba158379f,male,Jan,Metzler,CDU,Bundestag,Winzer / Dipl.-Betriebswirt (FH),0,0,https://www.abgeordnetenwatch.de/profile/jan-metzler
2015-05-12 00:00,michael-vietz,a694cdfe-af54-4127-9d32-c4f337d81715,male,Michael,Vietz,CDU,Bundestag,"Bankkaufmann, Diplom-Ökonom",0,0,https://www.abgeordnetenwatch.de/profile/michael-vietz
2015-05-12 01:00,svenja-stadler,a69a05f9-019a-4f8b-8765-021992be437a,female,Svenja,Stadler,SPD,Bundestag,PR-Senior-Beraterin,0,0,https://www.abgeordnetenwatch.de/profile/svenja-stadler
2015-05-31 01:08,soren-bartol,a8582255-68be-4331-8b05-57d3e3b42ff2,male,Sören,Bartol,SPD,Bundestag,Diplom-Politologe,0,0,https://www.abgeordnetenwatch.de/profile/soren-bartol
2015-05-12 10:00,enak-ferlemann,a86f6a43-7fa1-45ef-abd4-82a4102d132f,male,Enak,Ferlemann,CDU,Bundestag,"Studium der Rechtswissenschaft, Politologie und Philosophie",0,0,https://www.abgeordnetenwatch.de/profile/enak-ferlemann
2015-05-12 01:00,ulle-schauws,a9530338-b3e7-4466-a74e-a6c1c385a829,female,Ulle,Schauws,DIE GRÜNEN,Bundestag,Medienwissenschaftlerin,0,0,https://www.abgeordnetenwatch.de/profile/ulle-schauws
2015-05-12 00:00,michael-brand,a9ed779d-fa41-43d6-a406-5f8621e20099,male,Michael,Brand,CDU,Bundestag,Angestellter,0,0,https://www.abgeordnetenwatch.de/profile/michael-brand
2015-05-12 00:00,dirk-wiese,aa9a5c1f-ab0e-45e9-ab61-becd66f3660f,male,Dirk,Wiese,SPD,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/dirk-wiese
2015-05-31 01:08,thomas-oppermann,aae112b1-a9e2-4ab0-8638-a7759b67dfa3,male,Thomas,Oppermann,SPD,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/thomas-oppermann
2015-05-31 01:08,josef-goppel,ab22348c-5b60-4d1e-a0c3-b9574c020429,male,Josef,Göppel,CSU,Bundestag,Diplomforstingenieur (FH),0,0,https://www.abgeordnetenwatch.de/profile/josef-goppel
2015-05-28 12:11,monika-grutters,aba308ed-685c-4607-876b-b453b0278147,female,Monika,Grütters,CDU,Bundestag,Literatur- und Kunsthistorikerin,0,0,https://www.abgeordnetenwatch.de/profile/monika-grutters
2015-05-22 01:08,brigitte-zypries,ad2d8058-60fb-45de-9fe6-12c4e0ba893e,female,Brigitte,Zypries,SPD,Bundestag,Juristin,0,0,https://www.abgeordnetenwatch.de/profile/brigitte-zypries
2015-05-12 10:00,dirk-heidenblut,ad54f78b-d153-4cdd-aeb5-5a894a0f761c,male,Dirk,Heidenblut,SPD,Bundestag,Geschäftsführer,0,0,https://www.abgeordnetenwatch.de/profile/dirk-heidenblut
2015-05-29 01:08,kai-whittaker,ad57c925-3b3f-4ca9-a80e-fbbdae59eb34,male,Kai,Whittaker,CDU,Bundestag,Wirtschaftswissenschaftler,0,0,https://www.abgeordnetenwatch.de/profile/kai-whittaker
2015-05-12 10:00,petra-hinz,ad7ea26d-f168-41e3-ab09-de62d3d7d53b,female,Petra,Hinz,SPD,Bundestag,Juristin,0,0,https://www.abgeordnetenwatch.de/profile/petra-hinz
2015-05-13 01:08,oliver-krischer,ad966642-d779-43a5-a3d2-681cf7940b97,male,Oliver,Krischer,DIE GRÜNEN,Bundestag,Wissenschaftlicher Mitarbeiter,0,0,https://www.abgeordnetenwatch.de/profile/oliver-krischer
2015-05-18 01:08,cansel-kiziltepe,adae65f8-0eed-4ca2-ae54-335fbdfd7261,female,Cansel,Kiziltepe,SPD,Bundestag,Diplom-Volkswirtin,0,0,https://www.abgeordnetenwatch.de/profile/cansel-kiziltepe
2015-05-12 09:00,dr-egon-juttner,adec4cf7-dd9a-48bf-a4ee-cf3fbaf3f5bb,male,Egon,Jüttner,CDU,Bundestag,Universitätsprofessor a. D.,0,0,https://www.abgeordnetenwatch.de/profile/dr-egon-juttner
2015-05-31 01:08,rudiger-kruse,ae47ece8-fffe-4cec-808b-29019a58661b,male,Rüdiger,Kruse,CDU,Bundestag,Geschäftsführer,0,0,https://www.abgeordnetenwatch.de/profile/rudiger-kruse
2015-05-30 01:08,jens-spahn,af816c9b-980b-40f3-b99d-a829f0cb672d,male,Jens,Spahn,CDU,Bundestag,"Bankkaufmann, Politologe",0,0,https://www.abgeordnetenwatch.de/profile/jens-spahn
2015-05-30 01:08,carsten-muller,af89ed77-3bb9-4eac-a98d-610687fff863,male,Carsten,Müller,CDU,Bundestag,"Bankkaufmann, Rechtsanwalt",0,0,https://www.abgeordnetenwatch.de/profile/carsten-muller
2015-05-28 12:11,maik-beermann,b02e065a-619b-44d2-a557-43edb22630b8,male,Maik,Beermann,CDU,Bundestag,Sparkassenbetriebswirt,0,0,https://www.abgeordnetenwatch.de/profile/maik-beermann
2015-05-12 10:00,ansgar-heveling,b037f3fa-6a43-4cd5-8f7c-7b8328bc018e,male,Ansgar,Heveling,CDU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/ansgar-heveling
2015-05-12 11:00,peter-beyer,b05133d1-b123-45a2-8703-8852e7d701f2,male,Peter,Beyer,CDU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/peter-beyer
2015-05-12 09:00,roy-kuhne,b096ed7b-9b6d-4f79-94fe-66cec3495d17,male,Roy,Kühne,CDU,Bundestag,"Diplom-Sporttherapeut, Physiotherapeut",0,0,https://www.abgeordnetenwatch.de/profile/roy-kuhne
2015-05-12 11:00,marieluise-beck,b0980029-a545-4839-98fa-06c0b63a9029,female,Marieluise,Beck,DIE GRÜNEN,Bundestag,"Lehramtstudium (Deutsch, Geschichte, Gemeinschaftskunde)",0,0,https://www.abgeordnetenwatch.de/profile/marieluise-beck
2015-05-12 11:00,doris-barnett,b0cf3676-8beb-4eae-b479-780162d562a0,female,Doris,Barnett,SPD,Bundestag,Juristin,0,0,https://www.abgeordnetenwatch.de/profile/doris-barnett
2015-05-14 01:08,wilfried-oellers,b10a6813-8721-4067-96c9-7ca6d67ff7c4,male,Wilfried,Oellers,CDU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/wilfried-oellers
2015-05-15 01:08,sigrid-hupach,b18bef04-195e-4aa8-8500-9caf1ec57894,female,Sigrid,Hupach,DIE LINKE,Bundestag,Diplom-Ingenieurin (FH) FB Architektur,0,0,https://www.abgeordnetenwatch.de/profile/sigrid-hupach
2015-05-12 09:00,jutta-krellmann,b1fe9e54-6e7b-4808-9b6f-d85f2239613c,female,Jutta,Krellmann,DIE LINKE,Bundestag,Gewerkschaftssekretärin,0,0,https://www.abgeordnetenwatch.de/profile/jutta-krellmann
2015-05-29 01:08,kerstin-griese,b32f383d-1f8e-4eb5-b618-e327a4c7df84,female,Kerstin,Griese,SPD,Bundestag,"Historikerin, sozialpolitischer Vorstand",0,0,https://www.abgeordnetenwatch.de/profile/kerstin-griese
2015-05-31 01:08,marlene-mortler,b42a560e-5996-41c0-ab1f-3e3435dfc65f,female,Marlene,Mortler,CSU,Bundestag,Meisterin der Ländlichen Hauswirtschaft,0,0,https://www.abgeordnetenwatch.de/profile/marlene-mortler
2015-05-15 01:08,cornelia-mohring,b43059f3-e448-4071-9630-13982c226c2a,female,Cornelia,Möhring,DIE LINKE,Bundestag,Diplom-Sozialökonomin,0,0,https://www.abgeordnetenwatch.de/profile/cornelia-mohring
2015-05-27 01:08,alexander-dobrindt,b4377d89-0785-4acf-a332-b985b0327229,male,Alexander,Dobrindt,CSU,Bundestag,Diplomsoziologe,0,0,https://www.abgeordnetenwatch.de/profile/alexander-dobrindt
2015-05-23 01:08,dennis-rohde,b4c614eb-0ba9-4b07-8783-302300c27836,male,Dennis,Rohde,SPD,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/dennis-rohde
2015-05-12 02:00,gisela-manderla,b4d6ed9c-a466-4e90-b6b8-3b58c4b95dff,female,Gisela,Manderla,CDU,Bundestag,selbständig,0,0,https://www.abgeordnetenwatch.de/profile/gisela-manderla
2015-05-12 02:00,dietmar-nietan,b4db564a-cc75-4464-b01a-fbb1d3a7640d,male,Dietmar,Nietan,SPD,Bundestag,Angestellter,0,0,https://www.abgeordnetenwatch.de/profile/dietmar-nietan
2015-05-12 01:00,dr-axel-troost,b5494d57-d42f-43c2-95d8-83a051d72d88,male,Axel,Troost,DIE LINKE,Bundestag,Diplom-Volkswirt,0,0,https://www.abgeordnetenwatch.de/profile/dr-axel-troost
2015-05-11 23:01,bettina-muller,b5b59a73-2820-4967-829b-916c855bc2b0,female,Bettina,Müller,SPD,Bundestag,"Krankenschwester, Rechtsanwältin",0,0,https://www.abgeordnetenwatch.de/profile/bettina-muller
2015-05-24 01:08,ulrike-bahr,b6d4eae8-8d9f-44c0-abab-7f7918656a04,female,Ulrike,Bahr,SPD,Bundestag,Hauptschullehrerin,0,0,https://www.abgeordnetenwatch.de/profile/ulrike-bahr
2015-05-12 00:00,katrin-werner,b6e4f57e-7acf-432e-b1a9-57e060195636,female,Katrin,Werner,DIE LINKE,Bundestag,Kauffrau im Einzelhandel,0,0,https://www.abgeordnetenwatch.de/profile/katrin-werner
2015-05-24 01:08,christian-schmidt-2,b71c308f-2cf3-4f24-a880-c427c4267369,male,Christian,Schmidt,CSU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/christian-schmidt-2
2015-05-12 09:00,kerstin-kassner,b77caba8-1831-4899-9d74-b3981d046896,female,Kerstin,Kassner,DIE LINKE,Bundestag,Diplomökon. des Gaststätten- und Hotelwesens,0,0,https://www.abgeordnetenwatch.de/profile/kerstin-kassner
2015-05-12 11:00,dr-katarina-barley,b78c0b99-9ef0-4c8e-830a-fe7ff7b72c75,female,Katarina,Barley,SPD,Bundestag,Juristin,0,0,https://www.abgeordnetenwatch.de/profile/dr-katarina-barley
2015-05-12 00:00,markus-kurth,b79eb877-c2db-42c2-a8a6-41101143324b,male,Markus,Kurth,DIE GRÜNEN,Bundestag,Politologe,0,0,https://www.abgeordnetenwatch.de/profile/markus-kurth
2015-05-12 11:00,kerstin-andreae,b7eee357-7e4c-4db6-b9b5-5b9bb0b44ed5,female,Kerstin,Andreae,DIE GRÜNEN,Bundestag,Volkswirtin,0,0,https://www.abgeordnetenwatch.de/profile/kerstin-andreae
2015-05-24 01:08,heidrun-bluhm,b7f04a68-c24f-42e5-adf8-3769e9285ab3,female,Heidrun,Bluhm,DIE LINKE,Bundestag,"Bauzeichner, Gesellschaftswissenschaftler",0,0,https://www.abgeordnetenwatch.de/profile/heidrun-bluhm
2015-05-12 09:00,uwe-kekeritz,b8106a13-3a3f-487e-bafb-734a419f4d58,male,Uwe,Kekeritz,DIE GRÜNEN,Bundestag,Volkswirt,0,0,https://www.abgeordnetenwatch.de/profile/uwe-kekeritz
2015-05-12 02:00,lisa-paus,b8262af4-35ff-4c63-8871-5e0d707ed98b,female,Lisa,Paus,DIE GRÜNEN,Bundestag,Diplom-Volkswirtin,0,0,https://www.abgeordnetenwatch.de/profile/lisa-paus
2015-05-23 01:08,stephan-mayer,b871ca92-7cc1-43b6-be90-40177039708e,male,Stephan,Mayer,CSU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/stephan-mayer
2015-05-12 10:00,peter-hintze,b8b3ea18-c892-479b-94e9-97020d955189,male,Peter,Hintze,CDU,Bundestag,"Evangelischer Theologe, Vizepräsident des Deutschen Bundestages",0,0,https://www.abgeordnetenwatch.de/profile/peter-hintze
2015-05-12 01:00,albert-rupprecht,b9378645-f040-4f84-bc30-a21e1558a3a8,male,Albert,Rupprecht,CSU,Bundestag,Diplomvolkswirt,0,0,https://www.abgeordnetenwatch.de/profile/albert-rupprecht
2015-05-12 10:00,uwe-feiler,b9747fc9-982d-4070-a8e4-42ee3e974234,male,Uwe,Feiler,CDU,Bundestag,Diplom-Finanzwirt,0,0,https://www.abgeordnetenwatch.de/profile/uwe-feiler
2015-05-14 01:08,astrid-groteluschen,b9c426e8-94de-4fba-9008-b7c95ea7a4c8,female,Astrid,Grotelüschen,CDU,Bundestag,Diplom-Oecotrophologin,0,0,https://www.abgeordnetenwatch.de/profile/astrid-groteluschen
2015-05-11 23:01,frithjof-schmidt,ba465005-6da8-4a6e-a7b5-a79d6ca6afe4,male,Frithjof,Schmidt,DIE GRÜNEN,Bundestag,Sozialwissenschaftler,0,0,https://www.abgeordnetenwatch.de/profile/frithjof-schmidt
2015-05-23 01:08,eva-hogl,ba9e390f-c963-4b80-b1c6-c236958341c4,female,Eva,Högl,SPD,Bundestag,Juristin,0,0,https://www.abgeordnetenwatch.de/profile/eva-hogl
2015-05-12 02:00,sibylle-pfeiffer,baa11c28-d249-4c74-b105-2e20c32964b6,female,Sibylle,Pfeiffer,CDU,Bundestag,Kauffrau,0,0,https://www.abgeordnetenwatch.de/profile/sibylle-pfeiffer
2015-05-12 01:00,kristina-schroder,babda4af-fb32-40da-8928-e7ea82ea474d,female,Kristina,Schröder,CDU,Bundestag,Diplomsoziologin,0,0,https://www.abgeordnetenwatch.de/profile/kristina-schroder
2015-05-18 01:08,harald-ebner,bb3f55be-637d-4336-9d89-2b95ca79ee12,male,Harald,Ebner,DIE GRÜNEN,Bundestag,"Diplom-Agraringenieur, Landschaftsökologe",0,0,https://www.abgeordnetenwatch.de/profile/harald-ebner
2015-05-13 01:08,josip-juratovic,bb8705c3-0dea-4c18-a804-57bc6389aff8,male,Josip,Juratovic,SPD,Bundestag,Kfz-Mechaniker,0,0,https://www.abgeordnetenwatch.de/profile/josip-juratovic
2015-05-24 01:08,stefan-rebmann,bceb17c9-dada-471f-aeca-cb4c4cb8010b,male,Stefan,Rebmann,SPD,Bundestag,Energieanlagenelektroniker,0,0,https://www.abgeordnetenwatch.de/profile/stefan-rebmann
2015-05-20 01:08,ursula-von-der-leyen,bd094ef2-cc8f-4295-b38d-52eec82a8a3a,female,Ursula,von der Leyen,CDU,Bundestag,Ärztin,0,0,https://www.abgeordnetenwatch.de/profile/ursula-von-der-leyen
2015-05-12 11:00,dr-reinhard-brandl,bddfe8e1-7316-444a-a85a-f17e35b6648b,male,Reinhard,Brandl,CSU,Bundestag,Dipl.-Wirtschaftsingenieur,0,0,https://www.abgeordnetenwatch.de/profile/dr-reinhard-brandl
2015-05-29 01:08,dr-frank-walter-steinmeier,be0bfdf9-9530-4c02-8787-2d896b6a8374,male,Frank-Walter,Steinmeier,SPD,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/dr-frank-walter-steinmeier
2015-05-13 01:08,roderich-kiesewetter,bf32dc18-871c-49f4-b640-790497cbeb91,male,Roderich,Kiesewetter,CDU,Bundestag,"Diplom-Kaufmann, Oberst a.D.",0,0,https://www.abgeordnetenwatch.de/profile/roderich-kiesewetter
2015-05-20 01:08,beate-walter-rosenheimer,bf548c17-28a9-4e05-a0fa-4b1659b1d8d8,female,Beate,Walter-Rosenheimer,DIE GRÜNEN,Bundestag,Diplom Psychologin,0,0,https://www.abgeordnetenwatch.de/profile/beate-walter-rosenheimer
2015-05-12 10:00,peter-gauweiler,bf640005-4ccf-45c6-a1a5-4795f6df3ff6,male,Peter,Gauweiler,CSU,Bundestag,Jurist und Publizist,0,0,https://www.abgeordnetenwatch.de/profile/peter-gauweiler
2015-05-12 01:00,martina-stamm-fibich,bf822de8-f15c-45ca-a608-874f6bccbf33,female,Martina,Stamm-Fibich,SPD,Bundestag,"Marketing- und Kommunikationsmanagerin, Betriebsrätin",0,0,https://www.abgeordnetenwatch.de/profile/martina-stamm-fibich
2015-05-15 01:08,florian-hahn,c050c590-c0b7-4223-b063-f2c287aa473b,male,Florian,Hahn,CSU,Bundestag,Diplom Marketing Fachwirt (BAW),0,0,https://www.abgeordnetenwatch.de/profile/florian-hahn
2015-05-31 01:08,dr-heinz-riesenhuber,c0870703-5253-43c7-94ee-7af0d8475f64,male,Heinz,Riesenhuber,CDU,Bundestag,Diplomchemiker,0,0,https://www.abgeordnetenwatch.de/profile/dr-heinz-riesenhuber
2015-05-24 01:08,gabi-weber,c0aaa650-de62-41a9-9ace-6cf337be0202,female,Gabi,Weber,SPD,Bundestag,Keramikmalerin,0,0,https://www.abgeordnetenwatch.de/profile/gabi-weber
2015-05-12 11:00,dr-daniela-de-ridder,c108456d-b331-4ccb-91a1-3110b36cf09b,female,Daniela,De Ridder,SPD,Bundestag,Unternehmensberaterin,0,0,https://www.abgeordnetenwatch.de/profile/dr-daniela-de-ridder
2015-05-26 01:08,dr-maria-flachsbarth,c14636a8-e6d1-4829-a70c-80f0921c76ae,female,Maria,Flachsbarth,CDU,Bundestag,Tierärztin,0,0,https://www.abgeordnetenwatch.de/profile/dr-maria-flachsbarth
2015-05-19 01:09,stephan-albani,c1f82b3f-2f91-4f79-a7aa-577895c3b6ca,male,Stephan,Albani,CDU,Bundestag,"Diplom-Physiker, Geschäftsführender Gesellschafter",0,0,https://www.abgeordnetenwatch.de/profile/stephan-albani
2015-05-12 10:00,mark-hauptmann,c2223ef9-8230-415c-b828-def8397599be,male,Mark,Hauptmann,CDU,Bundestag,Politikwissenschaftler,0,0,https://www.abgeordnetenwatch.de/profile/mark-hauptmann
2015-05-11 23:01,detlef-seif,c2d05a34-99a4-4a37-9b49-4f7b118d7f38,male,Detlef,Seif,CDU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/detlef-seif
2015-05-12 10:00,karl-holmeier,c2d73739-533f-4134-b009-b7e05a560843,male,Karl,Holmeier,CSU,Bundestag,Bankkaufmann,0,0,https://www.abgeordnetenwatch.de/profile/karl-holmeier
2015-05-30 01:08,nicole-maisch,c375fed9-2002-4980-afe9-f3862b3dbd91,female,Nicole,Maisch,DIE GRÜNEN,Bundestag,Politikwissenschaftlerin,0,0,https://www.abgeordnetenwatch.de/profile/nicole-maisch
2015-05-12 14:43,armin-schuster,c3a26c1b-6911-4783-bb0d-1e0c7fd22e8d,male,Armin,Schuster,CDU,Bundestag,Polizeidirektor a.D.,0,0,https://www.abgeordnetenwatch.de/profile/armin-schuster
2015-05-29 01:08,stefan-kaufmann,c3b03901-6272-4233-adcb-e5e1daaa267c,male,Stefan,Kaufmann,CDU,Bundestag,"Rechtsanwalt, Bundestagsabgeordneter",0,0,https://www.abgeordnetenwatch.de/profile/stefan-kaufmann
2015-05-24 01:08,dr-barbel-kofler,c4d836be-a18b-47a9-9e04-d82b8f005e3e,female,Bärbel,Kofler,SPD,Bundestag,"Bankkauffrau, Dipl.-Informatikerin (FH), Sprachwissenschaftlerin",0,0,https://www.abgeordnetenwatch.de/profile/dr-barbel-kofler
2015-05-12 11:00,helmut-brandt,c4db1aa8-1c42-4e3a-92cc-849a298057fa,male,Helmut,Brandt,CDU,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/helmut-brandt
2015-05-24 01:08,dirk-fischer,c53c19b6-4363-4cce-9df5-221ab85529bf,male,Dirk,Fischer,CDU,Bundestag,Rechtsanwalt,0,0,https://www.abgeordnetenwatch.de/profile/dirk-fischer
2015-05-15 01:08,michael-stubgen,c5647914-d579-4c03-99e0-8cb8497f4327,male,Michael,Stübgen,CDU,Bundestag,"Pfarrer, Baufacharbeiter",0,0,https://www.abgeordnetenwatch.de/profile/michael-stubgen
2015-05-12 11:00,roland-claus,c5b3c319-d038-4c76-b542-9e139ddb558c,male,Roland,Claus,DIE LINKE,Bundestag,Diplomingenieurökonom,0,0,https://www.abgeordnetenwatch.de/profile/roland-claus
2015-05-28 12:10,richard-pitterle,c5bf64b4-4f09-40b8-b1bb-cd0feac8be45,male,Richard,Pitterle,DIE LINKE,Bundestag,Fachanwalt für Arbeitsrecht,0,0,https://www.abgeordnetenwatch.de/profile/richard-pitterle
2015-05-11 23:01,yvonne-magwas,c5ec6414-2304-4326-92bc-c52198d86c89,female,Yvonne,Magwas,CDU,Bundestag,Diplom-Soziologin,0,0,https://www.abgeordnetenwatch.de/profile/yvonne-magwas
2015-05-15 01:08,jan-korte,c667afb6-a2d3-49ed-9b2a-1f7440cb19da,male,Jan,Korte,DIE LINKE,Bundestag,Politikwissenschaftler,0,0,https://www.abgeordnetenwatch.de/profile/jan-korte
2015-05-31 01:08,dr-gregor-gysi,c6e58786-a436-44f2-8466-1a402aa846c7,male,Gregor,Gysi,DIE LINKE,Bundestag,Jurist,0,0,https://www.abgeordnetenwatch.de/profile/dr-gregor-gysi
2015-05-30 01:08,joachim-pfeiffer,c81f6649-2674-4ad2-87ef-d4d343dd30ed,male,Joachim,Pfeiffer,CDU,Bundestag,Diplomkaufmann,0,0,https://www.abgeordnetenwatch.de/profile/joachim-pfeiffer
2015-05-12 10:00,uda-heller,c8508105-7022-40d6-b5d9-df0358c7bcc4,female,Uda,Heller,CDU,Bundestag,Lebensmittelkonserviererin,0,0,https://www.abgeordnetenwatch.de/profile/uda-heller
2015-05-12 01:00,axel-schafer,c8cf40f6-58f9-4f8e-9f35-24c2ad82518f,male,Axel,Schäfer,SPD,Bundestag,Generalsekretär,0,0,https://www.abgeordnetenwatch.de/profile/axel-schafer
2015-05-12 09:00,markus-koob,c951fabf-c200-4b25-98f2-628c97e5c5f8,male,Markus,Koob,CDU,Bundestag,"Studium des Politikwissenschaften (Hauptfach), Öffentliches Recht, (Nebenfach) und Bürgerliches Recht (Nebenfach)",0,0,https://www.abgeordnetenwatch.de/profile/markus-koob
