uuid,date,title,vote
03a6c443-39f3-4cc4-8e47-bcae81104712,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,23.05.2014,"Rentenpaket","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
03a6c443-39f3-4cc4-8e47-bcae81104712,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
03a6c443-39f3-4cc4-8e47-bcae81104712,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
03a6c443-39f3-4cc4-8e47-bcae81104712,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,03.04.2014,"Minderheitenrechte im Bundestag","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
03a6c443-39f3-4cc4-8e47-bcae81104712,21.02.2014,"Diätenerhöhung","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,30.01.2014,"Anbau von Genmais in der EU verhindern","enthalten"
03a6c443-39f3-4cc4-8e47-bcae81104712,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
03a6c443-39f3-4cc4-8e47-bcae81104712,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,22.05.2015,"Tarifeinheitsgesetz","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,27.03.2015,"PKW-Maut","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,26.03.2015,"Kooperative Holzvermarktung","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,27.02.2015,"Finanzhilfen für Griechenland","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,18.12.2014,"Bundesdatenschutzgesetz","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,28.11.2014,"Bundeshaushaltsplan 2015","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,13.11.2014,"BAföG-Reform","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,27.06.2014,"Novelle des EEG","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,23.05.2014,"Rentenpaket","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,03.04.2014,"Minderheitenrechte im Bundestag","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,21.02.2014,"Diätenerhöhung","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
040d4a72-e4dd-42eb-b6cc-cf6ab1a2fe3d,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
04243d07-fb08-4ae1-ae8c-8ab18920f623,22.05.2015,"Tarifeinheitsgesetz","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,27.03.2015,"PKW-Maut","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,26.03.2015,"Kooperative Holzvermarktung","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,27.02.2015,"Finanzhilfen für Griechenland","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,18.12.2014,"Bundesdatenschutzgesetz","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,28.11.2014,"Bundeshaushaltsplan 2015","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,13.11.2014,"BAföG-Reform","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,27.06.2014,"Novelle des EEG","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","nicht beteiligt"
04243d07-fb08-4ae1-ae8c-8ab18920f623,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","nicht beteiligt"
04243d07-fb08-4ae1-ae8c-8ab18920f623,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,23.05.2014,"Rentenpaket","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,03.04.2014,"Minderheitenrechte im Bundestag","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,21.02.2014,"Diätenerhöhung","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","enthalten"
04243d07-fb08-4ae1-ae8c-8ab18920f623,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
04243d07-fb08-4ae1-ae8c-8ab18920f623,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
04243d07-fb08-4ae1-ae8c-8ab18920f623,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
0471f04c-b565-49cf-8f6e-3f9438907b62,22.05.2015,"Tarifeinheitsgesetz","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,27.03.2015,"PKW-Maut","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,26.03.2015,"Kooperative Holzvermarktung","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,27.02.2015,"Finanzhilfen für Griechenland","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,18.12.2014,"Bundesdatenschutzgesetz","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,28.11.2014,"Bundeshaushaltsplan 2015","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,13.11.2014,"BAföG-Reform","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,27.06.2014,"Novelle des EEG","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,23.05.2014,"Rentenpaket","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,03.04.2014,"Minderheitenrechte im Bundestag","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,21.02.2014,"Diätenerhöhung","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,30.01.2014,"Anbau von Genmais in der EU verhindern","NEIN"
0471f04c-b565-49cf-8f6e-3f9438907b62,29.01.2014,"Fortsetzung des Patriot-Einsatzes in der Türkei","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,29.01.2014,"Verlängerung des Anti-Terror-Einsatzes im Mittelmeer (OAE)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,28.11.2013,"Verlängerung des Bundeswehreinsatzes in Südsudan (UNMISS)","JA"
0471f04c-b565-49cf-8f6e-3f9438907b62,28.11.2013,"Verlängerung des Darfur-Einsatzes (UNAMID)","JA"
uuid,date,title,vote
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,22.05.2015,"Tarifeinheitsgesetz","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,27.03.2015,"Nachhaltige und zukunftsweisende Liegenschaftspolitik","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,27.03.2015,"PKW-Maut","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,26.03.2015,"Kooperative Holzvermarktung","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,27.02.2015,"Finanzhilfen für Griechenland","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,26.02.2015,"Verlängerung des Bundeswehreinsatzes in Mali (EUTM Mali)","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,29.01.2015,"Ausbildungsunterstützungseinsatz Kurdistan-Irak","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,29.01.2015,"Bundeswehreinsatz zur Luftüberwachung in der Türkei","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,19.12.2014,"Bundeswehreinsatz in Afghanistan","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,18.12.2014,"Bundesdatenschutzgesetz","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,18.12.2014,"Fortsetzung des Bundeswehreinsatzes im Mittelmeer (ACTIVE ENDEAVOUR)","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,28.11.2014,"Bundeshaushaltsplan 2015","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,13.11.2014,"BAföG-Reform","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,13.11.2014,"Fortsetzung des Bundeswehreinsatzes im Südsudan","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,13.11.2014,"Lockerung des Kooperationsverbotes bei Hochschulfinanzierung","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,13.11.2014,"Verlängerung des Bundeswehreinsatzes in Darfur (UNAMID)","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,16.10.2014,"Klage gegen EU-Beschluss zu staatlichen AKW-Beihilfen","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,25.09.2014,"Ablehnung von Schiedsgerichten bei TTIP und CETA","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,03.07.2014,"Abschaffung der sachgrundlosen Befristung","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,03.07.2014,"Änderung des Staatsangehörigkeitsgesetzes","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,03.07.2014,"Angleichung der Renten in Ostdeutschland an Westniveau","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,03.07.2014,"Flächendeckender Mindestlohn von 8,50 Euro","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,27.06.2014,"Länderöffnungsklausel zur Vorgabe von Mindestabständen zwischen Windenergieanlagen","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,27.06.2014,"Novelle des EEG","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,25.06.2014,"Fortsetzung des Libanon-Einsatzes (UNFIL)","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,25.06.2014,"Verlängerung der Bundeswehrbeteiligung an UN-Mission in Mali (Unterstützungsmission)","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,05.06.2014,"Verlängerung des Bundeswehreinsatzes im Kosovo (KFOR)","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,23.05.2014,"Rentenpaket","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,22.05.2014,"Änderungsantrag Gesetz zur Sukzessivadoption durch Lebenspartner","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,22.05.2014,"Nationale Ausnahmeregelungen beim Anbau von Gentechnik","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,22.05.2014,"Verlängerung des Bundeswehreinsatzes gegen Piraterie (Operation Atalanta)","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,08.05.2014,"Kündigung der bilateralen Kooperationen im Bereich der Nutzung atomarer Technologien","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,08.05.2014,"Mindestlohn in der Fleischwirtschaft","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,08.05.2014,"Transparenz bei Rüstungsexportentscheidungen","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,10.04.2014,"Beteiligung der Bundeswehr an EUFOR-Einsatz Zentralafrika","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,09.04.2014,"Beteiligung der Bundeswehr bei Vernichtung syrischer Chemiewaffen","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,03.04.2014,"Beteiligung deutscher Streikräfte an Ausbildungsmission in Somalia","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,03.04.2014,"Minderheitenrechte im Bundestag","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,13.03.2014,"Für eine Kennzeichnungspflicht von Gen-Honig","NEIN"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,21.02.2014,"Diätenerhöhung","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,21.02.2014,"Gesetz zur Strafbarkeit von Abgeordnetenbestechung","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,20.02.2014,"Fortsetzung des Afghanistan-Einsatzes (ISAF)","JA"
04b9aad2-cf6c-4411-a27f-9fda675c5d3d,20.02.2014,"Verlängerung des Bundeswehreinsatzes in Mali","JA"
